date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
5/8/2021,0:47:31,Theft,Banashankari,12.8129,77.412,Other,34.0,Male,43.0,,Minor,Rain,18.0,Vandalism
11/5/2018,0:48:50,Burglary,Koramangala,12.9746,77.4412,Male,62.0,Other,33.0,Knife,Major,Partly Cloudy,35.0,Theft
7/29/2020,22:05:41,Assault,Yelahanka,12.9649,77.6689,Male,32.0,Male,24.0,,,Rain,33.0,Forgery
5/2/2021,15:46:21,Fraud,Yelahanka,12.8514,77.4986,Other,21.0,Male,25.0,,Fatal,Clear,9.0,
3/18/2019,21:59:53,Burglary,Indiranagar,13.1961,77.6458,Other,20.0,Female,43.0,Gun,Major,Partly Cloudy,18.0,
11/7/2020,7:48:10,Embezzlement,JP Nagar,12.9991,77.5728,Male,54.0,Female,60.0,,Minor,Clear,26.0,Fraud
9/13/2020,10:33:18,Burglary,Jayanagar,13.1772,77.6618,Female,29.0,Female,24.0,Blunt Object,Minor,Overcast,1.0,Vandalism
9/27/2021,22:47:55,Robbery,Bellandur,13.1592,77.7385,Other,32.0,Female,23.0,Knife,,Overcast,9.0,Fraud
5/21/2022,18:45:22,Embezzlement,Electronic City,12.8833,77.4698,Female,40.0,Other,39.0,,,Overcast,15.0,Theft
4/24/2019,12:21:27,Vandalism,Jayanagar,13.1626,77.5712,Other,25.0,Other,54.0,,,Rain,38.0,Theft
9/9/2019,12:20:43,Fraud,Whitefield,13.1341,77.7839,Male,20.0,Other,57.0,Knife,Minor,Overcast,2.0,Burglary
11/18/2019,0:03:57,Robbery,Bellandur,13.0913,77.735,Male,42.0,Female,60.0,Blunt Object,Minor,Partly Cloudy,16.0,
1/9/2019,9:33:24,Forgery,JP Nagar,13.0024,77.7754,Female,19.0,Other,54.0,Knife,Fatal,Clear,15.0,Burglary
3/5/2018,7:04:55,Embezzlement,Indiranagar,13.0936,77.5392,Male,59.0,Female,48.0,,Major,Overcast,12.0,Fraud
10/15/2018,6:32:58,Fraud,Bellandur,13.0257,77.4859,Other,26.0,Male,31.0,Blunt Object,,Partly Cloudy,28.0,Drug Offense
3/29/2019,20:31:48,Burglary,Electronic City,12.9879,77.5602,Female,28.0,Female,55.0,Gun,Minor,Snow,18.0,Burglary
9/22/2020,9:28:26,Drug Offense,Indiranagar,13.1025,77.6433,Male,58.0,Male,38.0,Gun,Fatal,Clear,27.0,Vandalism
1/8/2018,2:36:41,Forgery,Indiranagar,13.1228,77.557,Male,48.0,Female,31.0,,Major,Overcast,3.0,Embezzlement
2/15/2018,7:38:34,Theft,Jayanagar,12.8948,77.471,Other,19.0,Female,29.0,,Major,Snow,0.0,Drug Offense
10/17/2021,6:57:54,Theft,Yelahanka,12.9473,77.6179,Male,35.0,Other,29.0,Knife,,Partly Cloudy,24.0,Embezzlement
5/28/2020,2:38:53,Robbery,Yelahanka,12.9506,77.7897,Male,57.0,Male,34.0,,,Snow,38.0,Robbery
11/18/2019,15:28:32,Forgery,Marathahalli,12.8126,77.4357,Female,18.0,Other,47.0,,,Partly Cloudy,35.0,Assault
5/8/2021,20:55:44,Forgery,Bellandur,12.9711,77.6794,Other,29.0,Male,21.0,Gun,Fatal,Rain,21.0,Forgery
9/28/2019,19:30:54,Fraud,Kamakshipalya,13.1788,77.6019,Other,63.0,Female,52.0,Knife,Minor,Rain,10.0,Burglary
7/18/2018,17:07:40,Forgery,Marathahalli,13.0761,77.6477,Female,26.0,Female,45.0,Gun,Fatal,Clear,4.0,Drug Offense
5/9/2022,8:02:45,Fraud,Marathahalli,13.0737,77.7621,Other,55.0,Male,64.0,Knife,,Clear,18.0,Drug Offense
5/31/2020,1:31:41,Burglary,Indiranagar,13.1562,77.6309,Female,49.0,Female,57.0,Blunt Object,Minor,Overcast,31.0,Drug Offense
2/14/2019,11:54:11,Fraud,Indiranagar,12.956,77.5674,Male,41.0,Male,62.0,Knife,Major,Partly Cloudy,40.0,Burglary
5/31/2019,14:16:34,Vandalism,Banashankari,13.0989,77.6586,Female,18.0,Male,63.0,Knife,Minor,Partly Cloudy,2.0,Burglary
2/12/2022,6:16:08,Assault,Bellandur,12.9461,77.5713,Female,59.0,Male,46.0,Blunt Object,Major,Clear,0.0,Burglary
5/22/2019,22:52:32,Fraud,Banashankari,13.1792,77.6258,Female,45.0,Other,57.0,,Major,Clear,35.0,Embezzlement
10/7/2021,13:30:05,Theft,Jayanagar,13.0288,77.7867,Female,55.0,Male,57.0,Gun,Minor,Partly Cloudy,6.0,Embezzlement
12/9/2018,21:10:02,Theft,Kamakshipalya,12.9204,77.4214,Other,31.0,Female,38.0,Gun,Fatal,Partly Cloudy,5.0,
9/14/2018,3:33:46,Drug Offense,Jayanagar,13.1422,77.5986,Male,38.0,Female,33.0,,Major,Snow,25.0,Fraud
1/18/2019,21:41:36,Vandalism,JP Nagar,13.1726,77.5013,Female,25.0,Other,59.0,Knife,Major,Clear,18.0,Burglary
4/11/2022,16:01:51,Vandalism,Banashankari,13.0698,77.5901,Male,45.0,Male,33.0,,Major,Overcast,21.0,Drug Offense
2/14/2019,6:33:36,Vandalism,Kamakshipalya,13.0,77.6377,Male,43.0,Female,43.0,Knife,Major,Partly Cloudy,28.0,Forgery
12/12/2020,7:22:02,Burglary,Electronic City,12.8712,77.5717,Other,41.0,Male,29.0,Knife,Fatal,Overcast,33.0,Fraud
10/24/2018,0:53:53,Embezzlement,Electronic City,13.1809,77.7698,Other,41.0,Female,38.0,Gun,,Clear,40.0,Robbery
9/19/2022,3:19:39,Assault,Indiranagar,13.0555,77.7679,Male,57.0,Male,33.0,,Major,Rain,24.0,Burglary
11/28/2018,7:29:38,Embezzlement,Yelahanka,12.9961,77.4583,Female,28.0,Female,37.0,Knife,Major,Snow,7.0,Embezzlement
4/29/2020,17:07:00,Embezzlement,Marathahalli,12.9567,77.4394,Female,60.0,Female,24.0,Knife,Fatal,Overcast,16.0,Theft
7/1/2022,8:17:36,Assault,HSR Layout,13.1143,77.4232,Other,23.0,Male,55.0,,,Overcast,24.0,
3/9/2020,19:30:19,Burglary,Banashankari,13.1304,77.4038,Female,52.0,Male,22.0,,Minor,Snow,17.0,Forgery
10/20/2018,8:33:00,Theft,JP Nagar,12.9682,77.4825,Female,23.0,Other,40.0,Knife,,Partly Cloudy,11.0,Fraud
3/21/2021,22:56:53,Embezzlement,Koramangala,12.8934,77.4558,Male,18.0,Other,31.0,,Fatal,Rain,32.0,Vandalism
7/19/2018,10:35:44,Drug Offense,Banashankari,12.9718,77.4858,Male,48.0,Male,57.0,Blunt Object,Minor,Partly Cloudy,35.0,Fraud
11/3/2020,23:07:27,Burglary,HSR Layout,12.9823,77.5341,Other,24.0,Male,63.0,Gun,,Partly Cloudy,25.0,Vandalism
9/16/2018,16:56:50,Burglary,Marathahalli,13.1744,77.5357,Male,44.0,Other,41.0,Gun,Major,Partly Cloudy,31.0,Embezzlement
9/7/2019,21:44:51,Burglary,JP Nagar,13.0088,77.5557,Female,25.0,Female,58.0,Gun,Major,Partly Cloudy,23.0,
2/27/2020,20:47:17,Fraud,Bellandur,13.0143,77.4896,Female,48.0,Other,65.0,Gun,Fatal,Rain,2.0,Assault
9/1/2019,21:24:53,Drug Offense,Whitefield,12.9324,77.4711,Other,54.0,Other,33.0,Knife,,Overcast,32.0,Forgery
2/11/2022,2:17:11,Forgery,Banashankari,12.9097,77.5268,Female,45.0,Female,50.0,Gun,,Rain,17.0,Assault
9/11/2021,14:49:13,Vandalism,Whitefield,13.1037,77.5897,Other,57.0,Male,47.0,,Fatal,Partly Cloudy,33.0,Assault
12/12/2020,9:54:09,Forgery,Electronic City,13.0179,77.7877,Male,50.0,Other,57.0,,Minor,Snow,26.0,Robbery
8/21/2022,17:36:02,Drug Offense,Indiranagar,13.0895,77.7399,Other,27.0,Other,37.0,Blunt Object,,Overcast,33.0,
11/26/2018,9:04:58,Assault,Banashankari,13.0636,77.6571,Other,52.0,Other,30.0,,,Overcast,31.0,
3/14/2018,12:27:08,Assault,Banashankari,12.9903,77.4846,Female,34.0,Other,38.0,Gun,Fatal,Overcast,23.0,
9/27/2020,23:13:47,Burglary,Electronic City,13.1446,77.6303,Male,64.0,Male,39.0,Gun,Fatal,Clear,25.0,Assault
4/24/2020,13:41:04,Robbery,Jayanagar,12.9304,77.6486,Other,55.0,Female,22.0,Blunt Object,Major,Clear,10.0,Burglary
9/30/2018,16:00:14,Vandalism,HSR Layout,12.9098,77.7818,Male,50.0,Other,45.0,,Fatal,Clear,17.0,Burglary
7/11/2018,2:46:02,Embezzlement,Yelahanka,13.0246,77.6079,Male,36.0,Other,47.0,Knife,Minor,Partly Cloudy,36.0,
2/7/2018,12:52:28,Burglary,Yelahanka,12.9583,77.4938,Female,39.0,Female,39.0,Blunt Object,Minor,Overcast,19.0,Assault
7/26/2018,0:45:42,Forgery,Indiranagar,13.1957,77.536,Other,39.0,Male,19.0,Blunt Object,Minor,Clear,16.0,Drug Offense
5/7/2020,10:20:24,Drug Offense,Electronic City,12.8819,77.7257,Female,47.0,Female,56.0,Gun,,Overcast,22.0,Forgery
2/1/2022,22:27:21,Vandalism,Koramangala,13.0475,77.4715,Male,29.0,Female,51.0,,Minor,Clear,28.0,Drug Offense
11/6/2021,2:54:59,Forgery,Kamakshipalya,13.0967,77.68,Female,38.0,Other,28.0,Blunt Object,,Partly Cloudy,17.0,Drug Offense
7/21/2020,20:14:51,Assault,Electronic City,12.9106,77.5336,Female,49.0,Other,44.0,,Minor,Rain,4.0,Robbery
1/2/2021,8:56:22,Robbery,Bellandur,13.1772,77.4921,Male,49.0,Other,37.0,Knife,Minor,Partly Cloudy,5.0,Robbery
3/12/2022,18:06:15,Drug Offense,Kamakshipalya,12.9133,77.5893,Male,23.0,Other,47.0,Blunt Object,Fatal,Clear,38.0,Vandalism
9/7/2019,22:32:41,Robbery,Whitefield,13.145,77.726,Female,54.0,Female,56.0,Gun,Major,Overcast,37.0,Assault
10/20/2022,23:54:54,Vandalism,Banashankari,13.1158,77.6489,Other,53.0,Female,35.0,Knife,Minor,Snow,23.0,Drug Offense
10/24/2021,23:32:07,Embezzlement,Banashankari,12.9267,77.7038,Male,49.0,Other,31.0,,Major,Clear,16.0,Burglary
8/8/2020,18:10:10,Embezzlement,Jayanagar,12.8039,77.7466,Other,53.0,Female,50.0,Blunt Object,Major,Overcast,30.0,Robbery
3/28/2021,20:44:32,Robbery,Koramangala,12.8216,77.7261,Female,20.0,Male,45.0,Blunt Object,Minor,Overcast,33.0,Assault
9/1/2021,1:15:40,Drug Offense,Electronic City,13.0381,77.7426,Male,58.0,Other,46.0,Blunt Object,,Snow,37.0,Drug Offense
9/26/2019,11:48:18,Drug Offense,Jayanagar,13.1773,77.4645,Male,64.0,Female,51.0,Knife,,Partly Cloudy,5.0,Burglary
12/13/2022,10:46:21,Drug Offense,Electronic City,12.9923,77.7198,Female,22.0,Other,65.0,Gun,Major,Rain,36.0,Vandalism
7/29/2018,17:44:49,Theft,JP Nagar,12.8452,77.4733,Other,34.0,Female,33.0,Knife,,Partly Cloudy,11.0,Burglary
2/19/2022,3:47:35,Fraud,Koramangala,13.1618,77.5665,Other,31.0,Female,55.0,Knife,Major,Clear,22.0,Drug Offense
10/20/2018,16:00:09,Burglary,Indiranagar,13.1326,77.6667,Other,58.0,Male,37.0,Blunt Object,Minor,Clear,12.0,Embezzlement
8/19/2019,5:21:36,Forgery,Marathahalli,13.0203,77.6663,Male,65.0,Female,56.0,Blunt Object,Minor,Rain,31.0,Fraud
11/1/2021,20:08:40,Assault,Kamakshipalya,12.9739,77.6366,Other,65.0,Female,60.0,,Major,Clear,10.0,Drug Offense
11/2/2020,2:40:44,Theft,Kamakshipalya,12.8433,77.7942,Male,33.0,Other,21.0,Blunt Object,Minor,Clear,14.0,Burglary
6/17/2018,2:14:50,Drug Offense,Marathahalli,12.9945,77.5886,Other,58.0,Other,48.0,,Major,Snow,38.0,Robbery
4/8/2019,2:21:12,Embezzlement,Indiranagar,12.9071,77.6276,Female,40.0,Other,62.0,,Fatal,Rain,26.0,Embezzlement
5/25/2018,3:52:59,Forgery,Jayanagar,12.8163,77.5333,Female,42.0,Female,23.0,Blunt Object,,Snow,30.0,Fraud
2/13/2022,23:59:43,Drug Offense,Electronic City,13.0442,77.5721,Male,27.0,Other,22.0,Blunt Object,Major,Overcast,25.0,Assault
7/25/2022,9:10:09,Embezzlement,Koramangala,12.9739,77.5011,Other,62.0,Female,36.0,Blunt Object,,Snow,3.0,
1/2/2019,3:01:06,Burglary,Banashankari,12.847,77.7406,Other,34.0,Female,39.0,,Major,Overcast,36.0,Embezzlement
6/20/2018,11:12:20,Vandalism,Indiranagar,12.9523,77.5935,Male,20.0,Other,35.0,Blunt Object,Fatal,Clear,37.0,Burglary
10/28/2018,5:31:18,Burglary,Marathahalli,12.8211,77.6381,Male,23.0,Female,41.0,,Fatal,Clear,21.0,Drug Offense
5/30/2021,2:33:15,Fraud,HSR Layout,12.8718,77.4757,Male,46.0,Female,39.0,,,Overcast,32.0,
7/10/2021,19:43:28,Assault,Whitefield,12.9981,77.6975,Female,55.0,Male,55.0,Knife,Major,Partly Cloudy,5.0,Drug Offense
11/15/2020,13:28:08,Assault,Kamakshipalya,13.0569,77.5863,Other,59.0,Other,42.0,,,Snow,11.0,Forgery
6/22/2022,20:12:12,Assault,Electronic City,12.8234,77.5091,Other,34.0,Other,37.0,Knife,Major,Overcast,9.0,Assault
3/23/2022,12:29:57,Assault,Koramangala,12.826,77.5866,Female,55.0,Other,43.0,Gun,Minor,Clear,14.0,Fraud
5/28/2019,19:14:49,Drug Offense,Electronic City,13.1867,77.4749,Female,35.0,Male,20.0,Gun,Major,Partly Cloudy,25.0,Assault
1/27/2018,3:11:41,Drug Offense,Kamakshipalya,13.1075,77.5288,Male,65.0,Male,25.0,Blunt Object,Major,Snow,38.0,Robbery
12/26/2021,14:27:14,Assault,Banashankari,13.0806,77.7958,Female,59.0,Male,62.0,Blunt Object,Minor,Overcast,12.0,Drug Offense
2/24/2019,3:08:29,Robbery,Marathahalli,12.9026,77.473,Other,63.0,Other,54.0,Knife,Minor,Snow,2.0,Theft
6/12/2018,8:34:11,Forgery,JP Nagar,13.1646,77.5529,Female,60.0,Other,57.0,,,Overcast,27.0,Drug Offense
6/4/2021,17:40:54,Theft,Kamakshipalya,12.9745,77.755,Other,61.0,Male,20.0,Knife,Minor,Rain,2.0,Robbery
4/6/2020,21:42:39,Fraud,Koramangala,12.8347,77.4025,Other,28.0,Female,26.0,Knife,,Snow,21.0,Assault
10/26/2021,6:21:55,Fraud,Jayanagar,12.8065,77.5817,Other,29.0,Male,50.0,Blunt Object,Minor,Overcast,30.0,Drug Offense
11/10/2019,11:41:46,Vandalism,Kamakshipalya,13.0435,77.6328,Male,52.0,Male,28.0,Knife,,Partly Cloudy,1.0,Theft
1/10/2022,1:20:21,Forgery,Koramangala,13.1858,77.7249,Female,49.0,Other,47.0,Gun,Fatal,Overcast,27.0,Fraud
1/17/2022,2:51:03,Robbery,Bellandur,13.0463,77.5768,Other,38.0,Male,38.0,,,Snow,34.0,Forgery
4/12/2021,20:03:23,Forgery,Bellandur,12.9499,77.5427,Male,43.0,Female,38.0,Knife,Major,Partly Cloudy,5.0,Theft
5/24/2019,20:57:09,Vandalism,Bellandur,13.1815,77.7735,Male,61.0,Other,32.0,Knife,,Rain,20.0,Burglary
2/25/2018,15:58:01,Robbery,Bellandur,13.0741,77.7037,Female,55.0,Other,19.0,,Fatal,Partly Cloudy,15.0,Fraud
4/2/2021,2:55:00,Drug Offense,Marathahalli,12.9598,77.7939,Male,41.0,Male,30.0,Knife,Major,Snow,18.0,Robbery
6/22/2019,9:03:28,Fraud,Koramangala,12.8218,77.7629,Female,60.0,Female,36.0,Gun,Major,Rain,23.0,Forgery
4/29/2022,8:12:36,Drug Offense,Yelahanka,12.8894,77.7572,Female,39.0,Female,37.0,Knife,Major,Overcast,20.0,Theft
11/17/2022,20:41:03,Robbery,JP Nagar,13.129,77.472,Female,23.0,Female,50.0,Gun,,Partly Cloudy,35.0,Embezzlement
8/24/2019,6:27:10,Assault,Yelahanka,13.1071,77.7169,Other,58.0,Female,28.0,,Fatal,Partly Cloudy,39.0,Assault
1/4/2019,11:28:08,Drug Offense,Jayanagar,13.1841,77.6637,Male,23.0,Female,37.0,Gun,Major,Clear,33.0,Robbery
3/11/2020,7:04:37,Drug Offense,Whitefield,13.1998,77.7279,Female,28.0,Other,18.0,,Fatal,Snow,32.0,Robbery
6/13/2022,21:28:16,Forgery,Whitefield,12.8939,77.6577,Female,60.0,Male,49.0,Knife,,Rain,12.0,Theft
9/26/2022,21:17:30,Theft,JP Nagar,12.9373,77.5595,Male,36.0,Other,32.0,,Minor,Clear,19.0,Forgery
8/16/2022,13:12:28,Drug Offense,Kamakshipalya,12.8951,77.7927,Male,57.0,Male,38.0,Knife,Minor,Rain,2.0,Forgery
4/4/2020,2:43:11,Vandalism,Banashankari,13.1524,77.5365,Female,65.0,Female,63.0,,Major,Clear,5.0,Robbery
3/2/2020,14:21:00,Forgery,Marathahalli,13.013,77.7727,Other,22.0,Other,32.0,Gun,Fatal,Snow,36.0,Robbery
7/5/2021,9:03:05,Assault,Kamakshipalya,13.192,77.7247,Female,41.0,Female,34.0,Gun,Major,Rain,19.0,Vandalism
12/11/2020,9:37:35,Assault,Electronic City,12.9128,77.7341,Other,48.0,Male,31.0,Knife,Minor,Snow,19.0,Embezzlement
9/28/2021,7:18:32,Burglary,Jayanagar,12.9801,77.6919,Female,45.0,Male,34.0,,Minor,Overcast,24.0,Assault
7/26/2018,15:53:21,Fraud,Banashankari,12.8369,77.4062,Male,19.0,Other,32.0,Gun,Major,Clear,2.0,
5/1/2022,11:16:30,Burglary,HSR Layout,13.1113,77.694,Female,34.0,Male,43.0,Knife,Minor,Rain,0.0,
5/15/2018,1:23:47,Forgery,Marathahalli,13.0882,77.4625,Female,30.0,Other,39.0,Gun,Major,Snow,13.0,Theft
9/1/2020,23:27:21,Vandalism,Kamakshipalya,12.8913,77.7428,Female,22.0,Male,58.0,Knife,Major,Snow,38.0,Theft
7/23/2018,21:17:13,Embezzlement,Banashankari,13.1989,77.4687,Male,26.0,Female,60.0,Blunt Object,Fatal,Snow,15.0,Assault
6/15/2019,17:08:06,Vandalism,Marathahalli,13.1428,77.5396,Male,29.0,Male,62.0,Gun,,Snow,2.0,Assault
6/10/2019,5:42:53,Theft,Kamakshipalya,12.9728,77.6899,Female,50.0,Male,31.0,Blunt Object,Minor,Clear,36.0,Forgery
4/13/2021,10:41:16,Forgery,Bellandur,12.8901,77.5474,Female,65.0,Female,54.0,,Major,Partly Cloudy,35.0,Vandalism
12/19/2019,17:14:53,Forgery,HSR Layout,13.0326,77.5668,Female,55.0,Female,62.0,Knife,,Rain,24.0,Fraud
10/24/2019,23:46:15,Embezzlement,Yelahanka,13.1512,77.7746,Female,54.0,Other,21.0,Knife,Major,Snow,14.0,Vandalism
3/25/2018,22:41:54,Drug Offense,Indiranagar,13.0771,77.5686,Other,51.0,Female,64.0,,Major,Rain,38.0,Burglary
8/6/2018,12:54:20,Forgery,Jayanagar,12.9101,77.7992,Male,53.0,Other,31.0,,Minor,Partly Cloudy,19.0,Forgery
9/14/2019,5:37:11,Drug Offense,Kamakshipalya,12.9606,77.6048,Female,61.0,Female,38.0,Blunt Object,Fatal,Clear,9.0,Fraud
5/25/2021,23:18:21,Burglary,Electronic City,13.1963,77.6091,Other,63.0,Other,64.0,Knife,Fatal,Overcast,1.0,Vandalism
9/15/2019,20:11:45,Theft,Koramangala,13.1217,77.7857,Other,63.0,Female,32.0,Gun,,Overcast,20.0,Burglary
1/8/2019,2:43:30,Robbery,Kamakshipalya,12.9317,77.497,Other,32.0,Male,22.0,Knife,Minor,Partly Cloudy,20.0,Assault
8/16/2019,2:48:06,Theft,Banashankari,13.0836,77.5146,Other,48.0,Female,27.0,Blunt Object,,Clear,10.0,Forgery
6/3/2020,6:31:46,Assault,Jayanagar,13.0774,77.6776,Other,49.0,Other,50.0,Gun,,Overcast,37.0,Embezzlement
8/10/2019,22:28:06,Assault,Yelahanka,12.8953,77.6995,Other,23.0,Male,58.0,Knife,Fatal,Overcast,9.0,Fraud
10/29/2019,15:19:53,Vandalism,Marathahalli,13.0089,77.6292,Male,48.0,Other,35.0,Gun,,Snow,24.0,
8/10/2018,9:54:55,Drug Offense,Whitefield,12.8476,77.6483,Other,18.0,Other,30.0,Knife,Major,Rain,35.0,Assault
7/19/2021,0:51:29,Assault,Electronic City,12.8326,77.6902,Male,49.0,Other,47.0,Blunt Object,Major,Partly Cloudy,15.0,Drug Offense
3/28/2018,18:00:30,Robbery,Jayanagar,13.1132,77.5085,Female,29.0,Other,29.0,,Fatal,Partly Cloudy,40.0,Robbery
5/4/2020,18:06:26,Assault,Marathahalli,12.9487,77.5099,Female,61.0,Other,49.0,Gun,Fatal,Clear,30.0,Embezzlement
3/25/2019,14:12:48,Vandalism,Kamakshipalya,13.0998,77.6357,Other,36.0,Male,40.0,Blunt Object,Major,Overcast,3.0,Theft
2/3/2019,14:28:19,Forgery,JP Nagar,12.83,77.6969,Other,33.0,Male,38.0,Blunt Object,Major,Rain,5.0,Fraud
1/13/2018,17:28:16,Embezzlement,HSR Layout,12.8045,77.7363,Male,60.0,Male,43.0,,Minor,Overcast,19.0,Robbery
12/13/2022,0:59:59,Embezzlement,Electronic City,13.0366,77.5397,Female,65.0,Female,36.0,Gun,Fatal,Clear,13.0,Forgery
2/12/2022,2:09:54,Fraud,Bellandur,13.0855,77.4513,Other,58.0,Other,22.0,Gun,Major,Clear,4.0,Drug Offense
6/18/2022,6:42:17,Robbery,Koramangala,13.1332,77.7723,Other,25.0,Male,27.0,Blunt Object,Major,Rain,1.0,Assault
5/7/2021,22:47:09,Embezzlement,JP Nagar,13.0804,77.6954,Male,48.0,Male,22.0,Knife,Fatal,Overcast,1.0,Burglary
8/7/2020,13:08:07,Assault,JP Nagar,12.9786,77.5838,Male,62.0,Other,47.0,Knife,Minor,Clear,7.0,
3/28/2018,6:29:23,Drug Offense,JP Nagar,13.0445,77.5021,Other,57.0,Other,25.0,Gun,Fatal,Partly Cloudy,20.0,Assault
10/28/2021,11:09:56,Fraud,Whitefield,13.024,77.792,Male,50.0,Other,52.0,Blunt Object,Minor,Rain,2.0,Drug Offense
6/16/2019,10:40:40,Embezzlement,Kamakshipalya,13.1813,77.7879,Male,58.0,Male,51.0,Knife,Fatal,Snow,15.0,
1/28/2019,21:34:08,Robbery,Bellandur,13.1236,77.7541,Male,41.0,Male,19.0,Blunt Object,,Snow,15.0,Theft
7/3/2018,22:31:04,Assault,Bellandur,13.0919,77.5856,Female,55.0,Other,22.0,,,Overcast,35.0,Assault
12/29/2020,6:08:35,Assault,Bellandur,13.0544,77.531,Female,53.0,Male,62.0,Blunt Object,Major,Partly Cloudy,29.0,Theft
8/16/2022,12:22:06,Vandalism,Banashankari,12.9951,77.6202,Male,56.0,Female,34.0,,Major,Clear,6.0,Fraud
5/25/2021,8:38:00,Burglary,Yelahanka,13.0893,77.7606,Male,50.0,Male,25.0,Knife,Fatal,Rain,38.0,Forgery
9/17/2022,14:19:23,Assault,HSR Layout,12.9585,77.6064,Male,51.0,Male,25.0,Knife,Fatal,Partly Cloudy,6.0,Drug Offense
5/11/2022,18:55:06,Embezzlement,Electronic City,13.0327,77.7592,Female,51.0,Female,65.0,Gun,Fatal,Partly Cloudy,8.0,Forgery
7/15/2019,11:55:15,Vandalism,HSR Layout,12.9229,77.533,Other,55.0,Female,21.0,Knife,,Rain,29.0,Fraud
6/16/2020,8:45:04,Fraud,Jayanagar,12.9118,77.7224,Female,51.0,Other,36.0,Knife,Fatal,Clear,14.0,Vandalism
5/12/2020,5:02:27,Robbery,Koramangala,12.9598,77.4933,Female,20.0,Other,63.0,Blunt Object,,Rain,17.0,Assault
12/3/2021,21:01:01,Embezzlement,Whitefield,12.9592,77.7715,Female,30.0,Female,30.0,Gun,Fatal,Snow,0.0,Vandalism
12/8/2020,10:46:07,Drug Offense,Electronic City,13.1749,77.4422,Female,42.0,Female,19.0,Blunt Object,Major,Snow,8.0,Assault
10/14/2018,4:04:29,Fraud,Yelahanka,12.8744,77.6604,Male,43.0,Female,36.0,Blunt Object,Major,Snow,26.0,Drug Offense
9/5/2022,12:23:35,Vandalism,Electronic City,13.0624,77.6791,Female,62.0,Other,29.0,Knife,,Clear,31.0,Drug Offense
4/12/2021,5:04:54,Assault,Yelahanka,13.0285,77.7064,Male,43.0,Female,37.0,,Minor,Rain,32.0,Drug Offense
3/3/2022,7:47:05,Assault,Banashankari,12.9288,77.7658,Other,20.0,Other,30.0,Blunt Object,Major,Clear,27.0,Burglary
11/16/2019,23:29:29,Forgery,Whitefield,12.9182,77.7976,Other,41.0,Male,29.0,Knife,Fatal,Snow,2.0,Robbery
5/29/2022,4:59:01,Embezzlement,Yelahanka,13.0366,77.7925,Female,32.0,Other,31.0,Knife,Minor,Overcast,7.0,Theft
