date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
4/25/2019,6:26:41,Burglary,Electronic City,12.8415,77.7331,Female,32.0,Male,30.0,,Major,Rain,15.0,Fraud
6/5/2019,17:24:54,Assault,Koramangala,12.8393,77.777,Female,19.0,Female,40.0,Gun,Fatal,Rain,31.0,Drug Offense
12/31/2018,10:17:12,Theft,Yelahanka,12.8025,77.4393,Female,43.0,Other,58.0,Blunt Object,Minor,Snow,38.0,Drug Offense
9/28/2018,1:14:52,Drug Offense,Yelahanka,12.82,77.6913,Female,46.0,Female,55.0,,,Rain,32.0,Assault
11/16/2019,6:02:28,Burglary,Banashankari,12.9832,77.621,Female,53.0,Male,27.0,Knife,Major,Snow,21.0,Embezzlement
6/17/2022,8:34:37,Embezzlement,Indiranagar,13.1195,77.6695,Male,58.0,Male,43.0,Knife,Major,Overcast,30.0,Embezzlement
6/25/2020,14:01:46,Fraud,Koramangala,12.8431,77.4704,Other,54.0,Female,25.0,Knife,Fatal,Clear,10.0,
6/24/2021,5:03:34,Theft,Koramangala,12.8659,77.552,Male,51.0,Female,63.0,Knife,Fatal,Snow,0.0,Theft
11/27/2019,11:58:39,Forgery,Koramangala,13.0898,77.44,Male,45.0,Other,27.0,,Minor,Snow,29.0,Robbery
11/26/2019,3:43:59,Robbery,Indiranagar,12.9569,77.5731,Female,42.0,Male,23.0,Gun,Fatal,Rain,35.0,Burglary
5/31/2019,16:39:03,Burglary,Koramangala,12.8308,77.6939,Other,27.0,Other,62.0,Knife,,Overcast,22.0,Vandalism
11/9/2021,19:33:27,Assault,Kamakshipalya,12.8882,77.7853,Male,48.0,Male,64.0,Gun,Minor,Clear,22.0,Robbery
12/18/2021,8:26:03,Burglary,Whitefield,12.939,77.4726,Other,18.0,Female,23.0,Blunt Object,,Snow,15.0,
9/7/2021,1:23:43,Robbery,Jayanagar,12.9251,77.6686,Female,26.0,Other,38.0,,Major,Partly Cloudy,9.0,Forgery
4/9/2019,17:09:31,Burglary,Yelahanka,13.0694,77.4085,Female,24.0,Other,20.0,Gun,Major,Overcast,28.0,Theft
7/23/2022,6:47:34,Robbery,Jayanagar,13.0355,77.7887,Female,64.0,Female,58.0,Blunt Object,Fatal,Rain,34.0,Burglary
7/3/2019,1:27:32,Embezzlement,Electronic City,12.9252,77.7661,Female,40.0,Female,19.0,,Minor,Clear,23.0,Theft
11/24/2020,17:31:32,Embezzlement,Bellandur,13.1956,77.5285,Male,27.0,Female,46.0,,Major,Overcast,23.0,Robbery
10/7/2021,2:52:44,Embezzlement,Kamakshipalya,13.155,77.5801,Other,35.0,Female,56.0,Gun,Fatal,Overcast,0.0,Vandalism
9/1/2019,19:04:52,Embezzlement,Electronic City,12.8482,77.5009,Other,35.0,Male,38.0,Blunt Object,Major,Clear,11.0,Forgery
3/3/2020,5:02:14,Assault,Kamakshipalya,13.0741,77.7962,Other,61.0,Male,34.0,Blunt Object,Major,Snow,6.0,Drug Offense
11/10/2018,4:30:48,Drug Offense,Koramangala,12.8267,77.6946,Other,43.0,Female,33.0,,Fatal,Clear,9.0,Embezzlement
8/4/2022,8:28:57,Embezzlement,Banashankari,12.9232,77.7488,Other,50.0,Other,62.0,,Major,Rain,28.0,Vandalism
11/21/2020,23:53:06,Fraud,HSR Layout,13.1112,77.7466,Female,45.0,Other,45.0,Gun,,Snow,24.0,Assault
9/1/2018,1:50:53,Vandalism,Bellandur,13.0472,77.568,Female,40.0,Female,50.0,,Major,Clear,7.0,Vandalism
12/1/2022,21:44:15,Forgery,JP Nagar,13.0808,77.7764,Female,30.0,Female,54.0,,Major,Snow,23.0,
9/10/2022,14:18:49,Theft,HSR Layout,12.9832,77.6665,Other,39.0,Female,48.0,,,Partly Cloudy,22.0,Robbery
2/14/2019,6:49:12,Drug Offense,Jayanagar,13.1207,77.6681,Male,54.0,Female,57.0,Knife,Minor,Snow,21.0,Forgery
12/3/2018,11:23:26,Drug Offense,JP Nagar,13.1211,77.4663,Female,40.0,Female,63.0,Knife,Major,Snow,4.0,Forgery
6/15/2018,10:53:46,Drug Offense,Banashankari,13.1653,77.7751,Male,38.0,Other,26.0,Knife,Minor,Overcast,0.0,Embezzlement
7/14/2021,21:51:24,Drug Offense,Kamakshipalya,13.0446,77.6965,Male,45.0,Other,50.0,,Fatal,Clear,0.0,Fraud
10/19/2018,16:05:18,Burglary,Marathahalli,12.807,77.4338,Female,40.0,Male,23.0,Knife,Fatal,Clear,11.0,Embezzlement
1/4/2021,9:24:57,Forgery,Jayanagar,13.1675,77.5174,Other,50.0,Female,37.0,,Minor,Snow,13.0,Embezzlement
12/8/2020,11:14:43,Embezzlement,Banashankari,12.8587,77.5102,Male,19.0,Female,21.0,Gun,,Rain,19.0,Vandalism
6/13/2020,4:21:43,Assault,Whitefield,13.1765,77.4961,Male,35.0,Male,48.0,Gun,Minor,Clear,30.0,Theft
12/20/2022,13:38:36,Burglary,Kamakshipalya,12.8227,77.7797,Other,56.0,Other,57.0,Knife,Fatal,Snow,2.0,Robbery
9/9/2022,5:40:15,Assault,Kamakshipalya,12.9029,77.6169,Male,58.0,Female,35.0,Gun,Fatal,Rain,37.0,Embezzlement
2/23/2021,22:37:06,Vandalism,Indiranagar,12.8554,77.7202,Female,21.0,Female,64.0,Blunt Object,Fatal,Overcast,22.0,Assault
1/15/2020,16:53:47,Theft,Whitefield,13.1999,77.4145,Female,38.0,Other,24.0,Blunt Object,Major,Partly Cloudy,14.0,Theft
12/7/2019,8:02:45,Drug Offense,Electronic City,13.0741,77.5834,Male,37.0,Male,56.0,,Minor,Overcast,29.0,Theft
7/11/2019,21:16:08,Robbery,Jayanagar,12.9145,77.4768,Other,30.0,Other,20.0,Knife,Major,Overcast,11.0,Theft
6/18/2021,16:56:11,Assault,Banashankari,12.9708,77.5111,Male,52.0,Other,27.0,,Major,Clear,10.0,Burglary
2/14/2018,12:06:38,Vandalism,Electronic City,13.1242,77.7058,Female,36.0,Male,55.0,Blunt Object,,Rain,3.0,Drug Offense
2/26/2021,13:14:32,Robbery,JP Nagar,13.1261,77.7696,Female,34.0,Female,35.0,Blunt Object,Minor,Overcast,16.0,
6/7/2018,20:42:55,Robbery,Indiranagar,12.8291,77.5168,Female,36.0,Female,56.0,,Fatal,Partly Cloudy,7.0,
8/2/2022,17:15:04,Forgery,HSR Layout,13.1226,77.669,Other,34.0,Male,41.0,Gun,Minor,Rain,10.0,Burglary
3/18/2018,6:12:38,Forgery,Kamakshipalya,13.161,77.4457,Female,59.0,Male,57.0,Gun,Fatal,Clear,8.0,Drug Offense
10/2/2019,4:06:53,Theft,Electronic City,13.0402,77.5147,Male,55.0,Male,54.0,Blunt Object,,Snow,21.0,
8/26/2022,18:28:07,Robbery,Yelahanka,12.8854,77.6423,Female,27.0,Male,63.0,,,Partly Cloudy,13.0,Assault
8/22/2019,5:21:21,Fraud,Banashankari,13.0826,77.6668,Female,42.0,Female,52.0,Gun,Fatal,Snow,3.0,Vandalism
1/15/2019,20:52:48,Vandalism,Whitefield,13.0293,77.7885,Male,38.0,Female,64.0,Gun,,Rain,29.0,Theft
7/27/2022,2:22:15,Vandalism,Whitefield,13.0167,77.7956,Female,56.0,Other,22.0,Gun,Fatal,Overcast,37.0,
6/13/2020,13:42:28,Forgery,Electronic City,12.8996,77.6725,Other,43.0,Male,44.0,Blunt Object,Minor,Partly Cloudy,39.0,Vandalism
4/21/2019,0:12:48,Forgery,Banashankari,12.8376,77.65,Other,38.0,Other,25.0,Blunt Object,Minor,Rain,19.0,Theft
10/31/2019,15:49:53,Drug Offense,Yelahanka,12.9832,77.6672,Female,51.0,Male,37.0,Gun,Fatal,Overcast,38.0,Burglary
11/26/2019,15:09:00,Drug Offense,Koramangala,13.0563,77.7265,Female,62.0,Male,19.0,Gun,Minor,Rain,17.0,Assault
8/14/2020,19:37:39,Embezzlement,Marathahalli,13.0141,77.6943,Other,35.0,Male,58.0,Blunt Object,Fatal,Partly Cloudy,7.0,
3/20/2020,1:12:57,Fraud,Marathahalli,12.9133,77.4752,Other,19.0,Male,33.0,Knife,Major,Overcast,11.0,Robbery
5/3/2020,7:05:19,Vandalism,Yelahanka,13.1756,77.6609,Female,57.0,Other,52.0,Gun,Major,Clear,13.0,Forgery
12/1/2019,21:02:35,Assault,Koramangala,13.1935,77.4849,Male,28.0,Male,50.0,Gun,Fatal,Rain,10.0,Fraud
8/30/2020,11:06:25,Burglary,JP Nagar,13.0964,77.5367,Other,23.0,Male,55.0,Blunt Object,Minor,Overcast,15.0,
3/8/2018,19:10:45,Vandalism,HSR Layout,12.8281,77.4505,Male,45.0,Male,43.0,Gun,Fatal,Clear,14.0,Theft
4/23/2021,22:26:15,Fraud,Whitefield,13.0066,77.6129,Female,39.0,Male,19.0,Blunt Object,Fatal,Clear,17.0,Embezzlement
2/23/2020,19:07:43,Burglary,HSR Layout,13.0052,77.5166,Male,28.0,Male,49.0,Blunt Object,Minor,Clear,38.0,Embezzlement
9/7/2018,10:58:31,Vandalism,Whitefield,13.1119,77.7009,Female,19.0,Female,65.0,,Fatal,Partly Cloudy,24.0,Embezzlement
12/29/2021,12:48:23,Robbery,Electronic City,12.8975,77.7751,Female,23.0,Female,63.0,Knife,Minor,Partly Cloudy,3.0,Robbery
12/20/2019,4:54:03,Embezzlement,Bellandur,12.8212,77.7149,Female,23.0,Other,23.0,Knife,Major,Clear,23.0,Burglary
11/18/2021,19:40:37,Drug Offense,HSR Layout,12.8103,77.6181,Other,64.0,Male,20.0,Blunt Object,,Rain,12.0,
8/29/2019,15:15:40,Forgery,Marathahalli,13.0987,77.7202,Male,44.0,Other,37.0,,Major,Overcast,32.0,Robbery
10/27/2019,8:27:51,Burglary,Whitefield,13.1376,77.7042,Male,40.0,Other,48.0,Knife,,Partly Cloudy,1.0,Theft
11/9/2019,3:38:19,Forgery,Indiranagar,12.8166,77.6327,Other,36.0,Other,57.0,Blunt Object,,Partly Cloudy,36.0,Drug Offense
11/15/2022,2:44:28,Vandalism,Electronic City,12.966,77.7511,Other,52.0,Other,44.0,Knife,Major,Overcast,37.0,Assault
12/7/2020,19:59:28,Robbery,Jayanagar,12.9053,77.6466,Female,19.0,Male,40.0,Knife,Fatal,Partly Cloudy,1.0,Robbery
8/11/2019,0:44:15,Vandalism,Bellandur,13.0354,77.7877,Other,43.0,Female,26.0,Knife,Minor,Snow,12.0,
9/14/2020,14:31:36,Robbery,Electronic City,13.0017,77.7784,Female,40.0,Male,27.0,Blunt Object,Minor,Partly Cloudy,18.0,Burglary
2/11/2021,18:38:10,Assault,Marathahalli,12.9548,77.4778,Other,44.0,Other,22.0,Knife,,Overcast,12.0,Vandalism
12/22/2018,18:45:25,Theft,Yelahanka,12.8032,77.4727,Female,51.0,Female,63.0,Blunt Object,,Rain,7.0,
7/3/2022,12:55:08,Burglary,JP Nagar,13.1374,77.6916,Female,59.0,Male,37.0,Gun,,Partly Cloudy,3.0,Assault
1/11/2021,13:21:17,Theft,Kamakshipalya,12.8204,77.485,Other,18.0,Female,41.0,,Major,Overcast,28.0,Drug Offense
9/25/2021,3:25:20,Vandalism,Koramangala,12.8064,77.5193,Other,56.0,Other,19.0,Knife,,Rain,12.0,Embezzlement
9/14/2021,12:59:45,Vandalism,Kamakshipalya,13.1859,77.6142,Female,57.0,Other,60.0,Blunt Object,Fatal,Partly Cloudy,1.0,Vandalism
7/24/2021,11:39:58,Robbery,Marathahalli,13.1212,77.789,Female,25.0,Other,46.0,Blunt Object,Major,Partly Cloudy,23.0,Assault
5/20/2021,7:16:07,Theft,Koramangala,12.8211,77.7675,Male,25.0,Female,39.0,Blunt Object,Major,Snow,20.0,Burglary
6/26/2018,13:00:18,Embezzlement,Koramangala,13.1091,77.4742,Female,23.0,Male,49.0,Knife,Fatal,Rain,37.0,Drug Offense
2/27/2018,2:26:33,Assault,Jayanagar,12.8568,77.5055,Other,32.0,Male,48.0,,Major,Clear,17.0,Robbery
7/10/2021,1:16:50,Burglary,JP Nagar,12.9534,77.7222,Male,18.0,Male,37.0,Knife,Major,Partly Cloudy,9.0,Fraud
7/31/2019,14:55:28,Assault,HSR Layout,13.1134,77.7493,Male,21.0,Female,34.0,,Fatal,Rain,40.0,
8/16/2019,5:59:51,Drug Offense,JP Nagar,12.9361,77.5259,Female,22.0,Male,38.0,Knife,Fatal,Clear,34.0,Forgery
5/15/2018,22:34:26,Forgery,Bellandur,13.0334,77.5225,Other,63.0,Other,59.0,Gun,Major,Rain,0.0,Forgery
9/2/2019,18:56:14,Robbery,Bellandur,12.9522,77.7851,Female,18.0,Other,60.0,Gun,Major,Overcast,40.0,Forgery
1/25/2018,2:04:14,Vandalism,Bellandur,12.847,77.4851,Male,56.0,Other,37.0,Gun,Minor,Rain,8.0,Embezzlement
6/30/2022,18:26:59,Embezzlement,Yelahanka,12.8245,77.5064,Other,38.0,Male,44.0,Gun,Minor,Clear,16.0,Theft
2/25/2020,8:18:35,Robbery,HSR Layout,12.9541,77.7747,Female,47.0,Female,27.0,Gun,Minor,Snow,22.0,
9/8/2020,20:39:46,Forgery,Bellandur,12.9462,77.6399,Other,33.0,Other,19.0,,Minor,Clear,37.0,Drug Offense
4/14/2021,2:09:34,Assault,JP Nagar,13.1803,77.6623,Female,28.0,Other,25.0,,,Snow,12.0,Embezzlement
12/24/2018,18:54:02,Robbery,Whitefield,12.8195,77.6976,Other,60.0,Other,61.0,,Minor,Clear,8.0,Robbery
1/30/2022,2:07:16,Robbery,Whitefield,12.9426,77.4991,Female,49.0,Other,33.0,Blunt Object,Major,Clear,6.0,Robbery
8/28/2021,3:29:26,Forgery,Kamakshipalya,12.9836,77.6728,Female,26.0,Other,43.0,,,Rain,32.0,Burglary
7/31/2022,12:37:21,Robbery,Kamakshipalya,12.8352,77.6719,Female,22.0,Other,26.0,Blunt Object,Fatal,Partly Cloudy,2.0,Assault
1/8/2022,23:29:18,Vandalism,HSR Layout,12.8804,77.7989,Male,57.0,Female,54.0,Blunt Object,,Rain,7.0,Embezzlement
4/8/2020,3:55:13,Robbery,Bellandur,13.0548,77.4816,Male,32.0,Female,55.0,Blunt Object,Fatal,Overcast,27.0,Drug Offense
8/1/2018,10:43:20,Theft,Banashankari,13.0597,77.7455,Male,49.0,Male,25.0,Blunt Object,Fatal,Rain,38.0,Assault
4/7/2022,6:23:50,Forgery,Marathahalli,13.0534,77.5031,Other,33.0,Male,61.0,Gun,Major,Partly Cloudy,1.0,Embezzlement
8/29/2021,22:42:54,Fraud,Yelahanka,12.9242,77.5877,Male,63.0,Male,44.0,,Major,Clear,10.0,Vandalism
6/13/2020,10:52:25,Forgery,JP Nagar,13.1222,77.4065,Male,45.0,Male,29.0,Blunt Object,Major,Clear,25.0,Drug Offense
9/5/2021,12:41:42,Theft,Kamakshipalya,12.8547,77.5855,Female,41.0,Female,42.0,Knife,Fatal,Snow,3.0,Theft
4/7/2022,20:06:44,Robbery,Koramangala,13.0297,77.46,Female,21.0,Male,38.0,Gun,Major,Clear,33.0,Theft
8/26/2019,20:39:45,Theft,Yelahanka,13.1738,77.4206,Female,23.0,Male,39.0,Gun,Minor,Partly Cloudy,22.0,
1/27/2019,19:55:08,Forgery,HSR Layout,13.1486,77.598,Other,53.0,Male,34.0,Blunt Object,Minor,Partly Cloudy,13.0,Robbery
1/12/2021,2:08:15,Robbery,HSR Layout,12.9724,77.7325,Male,48.0,Female,34.0,Knife,Fatal,Rain,28.0,Burglary
1/1/2019,4:08:34,Vandalism,Bellandur,13.0188,77.7064,Female,40.0,Other,38.0,Blunt Object,Fatal,Clear,0.0,Theft
2/6/2019,5:44:42,Robbery,Bellandur,12.8626,77.5488,Female,43.0,Other,22.0,Blunt Object,Fatal,Snow,31.0,
7/31/2018,21:06:10,Forgery,Jayanagar,13.1969,77.7857,Female,53.0,Other,26.0,Knife,Major,Rain,32.0,Theft
9/14/2018,2:47:52,Burglary,Bellandur,13.1039,77.5495,Other,61.0,Female,44.0,Knife,,Rain,24.0,Theft
3/23/2021,19:50:32,Fraud,Yelahanka,13.0149,77.5879,Female,21.0,Other,42.0,Gun,Major,Snow,26.0,Theft
1/29/2021,14:06:18,Embezzlement,JP Nagar,13.0522,77.5435,Female,55.0,Other,20.0,Gun,Minor,Rain,31.0,Vandalism
11/28/2020,2:25:06,Assault,Banashankari,13.1844,77.783,Other,56.0,Female,29.0,,Minor,Clear,32.0,Drug Offense
12/22/2022,8:26:58,Embezzlement,Banashankari,12.932,77.5055,Other,58.0,Other,44.0,,Minor,Clear,2.0,Robbery
4/20/2022,23:47:47,Assault,Jayanagar,13.0472,77.6742,Female,30.0,Other,30.0,,Fatal,Snow,9.0,Forgery
12/25/2018,1:28:14,Robbery,Indiranagar,13.1986,77.5244,Male,30.0,Male,24.0,Blunt Object,Fatal,Snow,4.0,Robbery
10/29/2021,14:38:25,Assault,Banashankari,12.9282,77.7874,Other,18.0,Male,57.0,Gun,Fatal,Rain,33.0,Embezzlement
12/25/2020,9:46:33,Burglary,Koramangala,12.9515,77.5095,Female,44.0,Female,44.0,Gun,,Rain,24.0,Fraud
5/5/2021,5:56:06,Theft,HSR Layout,13.1209,77.6698,Other,22.0,Female,49.0,Knife,Major,Overcast,1.0,Forgery
6/12/2021,23:59:34,Forgery,Bellandur,12.8681,77.7639,Female,64.0,Other,22.0,,Major,Overcast,6.0,Embezzlement
1/18/2021,2:28:05,Theft,Bellandur,12.9694,77.7201,Female,52.0,Female,54.0,Blunt Object,Fatal,Partly Cloudy,18.0,Burglary
5/18/2022,17:40:51,Theft,Indiranagar,13.0926,77.5913,Male,48.0,Other,53.0,Knife,Minor,Partly Cloudy,6.0,Robbery
3/26/2020,1:47:58,Theft,Banashankari,13.0992,77.6557,Male,31.0,Male,43.0,Blunt Object,,Clear,13.0,Forgery
4/8/2019,13:50:36,Robbery,JP Nagar,13.112,77.7307,Other,56.0,Female,57.0,Gun,Major,Overcast,9.0,Assault
8/22/2022,4:49:45,Drug Offense,Jayanagar,13.1098,77.5241,Other,41.0,Other,43.0,Gun,Fatal,Clear,22.0,Forgery
12/8/2020,21:16:01,Forgery,Koramangala,13.0683,77.6536,Other,54.0,Other,46.0,,Minor,Overcast,20.0,Theft
5/7/2020,9:48:55,Assault,Jayanagar,12.8687,77.6791,Male,50.0,Male,63.0,,Major,Clear,38.0,Burglary
9/25/2020,11:12:45,Robbery,HSR Layout,12.8665,77.634,Female,41.0,Male,38.0,Blunt Object,Major,Overcast,7.0,Vandalism
5/27/2020,15:42:49,Forgery,Banashankari,13.1799,77.5987,Male,62.0,Female,32.0,Blunt Object,Minor,Partly Cloudy,10.0,Embezzlement
7/25/2018,22:49:20,Burglary,JP Nagar,12.8923,77.5961,Female,46.0,Other,46.0,Gun,Minor,Snow,5.0,Assault
6/9/2018,20:39:15,Theft,Koramangala,12.8146,77.4405,Female,38.0,Female,59.0,Gun,Minor,Partly Cloudy,13.0,Fraud
6/21/2019,5:37:22,Drug Offense,Jayanagar,12.8674,77.5376,Female,39.0,Other,41.0,Gun,Minor,Partly Cloudy,19.0,Theft
10/14/2021,23:17:21,Embezzlement,Bellandur,12.965,77.529,Female,36.0,Male,44.0,Knife,Major,Overcast,27.0,Drug Offense
9/21/2021,18:52:54,Forgery,Jayanagar,13.1381,77.5337,Other,49.0,Female,50.0,Knife,Fatal,Snow,26.0,Theft
3/19/2022,7:52:57,Burglary,Koramangala,12.8762,77.6667,Female,19.0,Other,61.0,Blunt Object,Fatal,Snow,36.0,Robbery
7/14/2018,0:37:35,Embezzlement,Kamakshipalya,13.0991,77.7271,Other,57.0,Female,22.0,Knife,Fatal,Rain,26.0,Robbery
10/20/2022,22:19:40,Drug Offense,Banashankari,13.0249,77.7085,Female,46.0,Other,37.0,Gun,Fatal,Clear,40.0,Embezzlement
7/10/2019,4:04:54,Embezzlement,Marathahalli,12.9963,77.4481,Other,56.0,Male,34.0,Knife,Major,Overcast,32.0,Fraud
4/1/2022,17:13:23,Robbery,HSR Layout,12.9318,77.6803,Other,22.0,Female,35.0,Blunt Object,Major,Snow,16.0,Forgery
12/7/2022,9:09:38,Embezzlement,Indiranagar,13.1835,77.5327,Female,45.0,Other,44.0,,Fatal,Overcast,15.0,Burglary
12/18/2022,10:44:04,Embezzlement,JP Nagar,12.9818,77.7796,Male,35.0,Other,36.0,Blunt Object,,Rain,17.0,Vandalism
10/28/2021,23:37:54,Fraud,Jayanagar,12.8841,77.6165,Female,30.0,Female,37.0,Knife,,Snow,32.0,Vandalism
9/9/2022,21:44:29,Vandalism,HSR Layout,13.1417,77.6102,Male,64.0,Other,33.0,Gun,,Snow,37.0,Drug Offense
10/25/2018,10:42:26,Robbery,Banashankari,13.1632,77.693,Female,26.0,Male,25.0,,Minor,Overcast,25.0,Assault
3/19/2019,17:58:20,Theft,Yelahanka,13.0427,77.5806,Female,42.0,Female,31.0,,,Rain,26.0,Embezzlement
6/10/2018,18:07:37,Fraud,Marathahalli,13.1744,77.7878,Female,44.0,Male,47.0,Blunt Object,Minor,Rain,37.0,Forgery
3/29/2020,19:54:05,Robbery,JP Nagar,13.0807,77.4282,Female,20.0,Male,45.0,Gun,,Rain,10.0,
1/11/2019,11:27:15,Robbery,Bellandur,12.8214,77.5579,Female,44.0,Female,25.0,Knife,,Partly Cloudy,11.0,Theft
3/20/2021,21:21:47,Theft,JP Nagar,12.9583,77.7733,Female,53.0,Other,44.0,Gun,Minor,Clear,17.0,Theft
6/11/2022,13:33:46,Assault,Koramangala,13.0462,77.6042,Male,47.0,Female,35.0,Knife,Fatal,Clear,38.0,Theft
2/6/2021,1:14:49,Burglary,Banashankari,13.03,77.7078,Other,57.0,Male,42.0,Blunt Object,,Clear,3.0,Forgery
4/22/2021,0:47:23,Theft,Kamakshipalya,13.1169,77.6196,Other,21.0,Male,32.0,,Major,Partly Cloudy,38.0,Robbery
9/16/2021,11:41:06,Robbery,Marathahalli,13.0151,77.5323,Other,47.0,Male,44.0,,,Rain,35.0,Burglary
11/20/2022,13:23:16,Forgery,Indiranagar,12.9479,77.5304,Other,62.0,Female,31.0,Knife,Minor,Overcast,5.0,Robbery
6/21/2021,10:07:11,Drug Offense,Electronic City,13.0986,77.6343,Male,20.0,Other,46.0,Gun,Minor,Rain,14.0,Embezzlement
12/18/2022,0:59:52,Burglary,Whitefield,13.0261,77.561,Other,27.0,Other,55.0,Gun,Fatal,Rain,16.0,Robbery
12/2/2018,4:54:27,Embezzlement,Indiranagar,12.8946,77.6105,Other,22.0,Male,46.0,Blunt Object,Minor,Clear,35.0,Fraud
11/21/2022,7:54:43,Drug Offense,Bellandur,13.0482,77.6805,Male,58.0,Female,33.0,Blunt Object,,Rain,16.0,Vandalism
12/8/2022,3:02:13,Vandalism,Yelahanka,12.8791,77.7819,Other,24.0,Male,50.0,Blunt Object,,Snow,33.0,Robbery
5/15/2022,12:50:32,Burglary,HSR Layout,12.9153,77.5046,Female,62.0,Female,46.0,Blunt Object,Minor,Clear,21.0,
8/19/2019,20:14:14,Robbery,Yelahanka,12.9268,77.7757,Male,43.0,Female,48.0,Blunt Object,Major,Clear,14.0,Assault
10/26/2019,21:16:17,Assault,Kamakshipalya,13.1968,77.7486,Other,27.0,Male,52.0,Blunt Object,Minor,Clear,22.0,Forgery
9/16/2020,2:20:48,Fraud,Indiranagar,13.074,77.5865,Male,64.0,Male,56.0,Blunt Object,Major,Partly Cloudy,24.0,
6/14/2019,13:52:33,Robbery,Kamakshipalya,12.9214,77.7276,Female,51.0,Female,47.0,Blunt Object,Major,Partly Cloudy,4.0,Robbery
9/9/2021,10:35:41,Drug Offense,Jayanagar,13.0381,77.7566,Female,61.0,Other,61.0,Knife,Fatal,Rain,17.0,Burglary
9/8/2018,16:09:48,Assault,Bellandur,12.8832,77.4821,Male,25.0,Female,40.0,Knife,Major,Rain,21.0,Fraud
12/10/2019,8:33:21,Embezzlement,Indiranagar,12.9111,77.537,Male,49.0,Other,18.0,Blunt Object,Minor,Partly Cloudy,10.0,Robbery
9/23/2020,11:53:44,Assault,Indiranagar,12.94,77.6017,Male,49.0,Male,45.0,Blunt Object,Fatal,Snow,14.0,Drug Offense
10/5/2020,20:06:30,Drug Offense,Banashankari,12.9851,77.4231,Female,30.0,Male,21.0,Blunt Object,Fatal,Overcast,4.0,Robbery
6/28/2020,2:44:52,Burglary,Bellandur,13.0265,77.4502,Female,31.0,Male,48.0,Gun,Fatal,Clear,24.0,Theft
11/23/2020,12:31:01,Forgery,HSR Layout,12.8704,77.7206,Male,62.0,Male,31.0,Gun,Minor,Rain,37.0,Embezzlement
2/5/2018,14:38:08,Vandalism,HSR Layout,13.0538,77.4278,Other,59.0,Female,60.0,Blunt Object,Major,Rain,24.0,Vandalism
7/25/2021,5:14:35,Theft,Banashankari,13.1922,77.7902,Female,59.0,Other,54.0,Blunt Object,,Partly Cloudy,29.0,Burglary
7/2/2021,22:57:21,Assault,Marathahalli,13.0877,77.7806,Other,27.0,Other,18.0,Blunt Object,Fatal,Overcast,20.0,Fraud
8/18/2019,7:34:54,Fraud,HSR Layout,12.947,77.4025,Male,54.0,Other,26.0,Gun,Minor,Clear,32.0,Theft
