date,time_of_day,crime_type,location,latitude,longitude,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity
11/30/2021,20:09:38,Vandalism,JP Nagar,12.9765,77.6116,Female,56.0,Other,54.0,,Major,Clear,9.0,Embezzlement
9/13/2018,14:01:48,Burglary,Bellandur,13.0201,77.5279,Other,48.0,Other,34.0,Gun,,Clear,30.0,
6/1/2018,13:28:02,Drug Offense,HSR Layout,13.0305,77.6699,Male,62.0,Male,29.0,Blunt Object,Major,Partly Cloudy,12.0,Assault
10/20/2020,17:49:19,Drug Offense,Kamakshipalya,12.9373,77.541,Male,26.0,Other,18.0,Blunt Object,Fatal,Overcast,13.0,Burglary
2/25/2018,10:48:10,Robbery,Banashankari,13.1848,77.4649,Male,60.0,Male,53.0,Knife,Major,Overcast,25.0,Assault
12/24/2021,5:16:30,Forgery,Whitefield,13.128,77.5213,Female,57.0,Male,25.0,Gun,Minor,Snow,7.0,Drug Offense
6/15/2021,14:07:15,Fraud,Kamakshipalya,12.8037,77.5516,Female,26.0,Other,22.0,Blunt Object,Major,Snow,18.0,Vandalism
9/11/2020,19:15:38,Forgery,JP Nagar,13.052,77.4947,Other,56.0,Other,39.0,Knife,Major,Partly Cloudy,39.0,Robbery
7/1/2020,18:49:09,Burglary,Banashankari,12.9721,77.6199,Other,38.0,Other,58.0,Blunt Object,,Clear,1.0,
12/24/2022,22:39:53,Burglary,Yelahanka,12.9136,77.4407,Male,55.0,Other,20.0,Gun,,Clear,24.0,Vandalism
1/1/2022,19:15:45,Burglary,Whitefield,13.0714,77.7267,Female,61.0,Male,43.0,Knife,,Rain,4.0,Burglary
8/21/2019,9:57:46,Burglary,Kamakshipalya,13.048,77.645,Female,21.0,Female,38.0,Gun,Major,Overcast,6.0,Robbery
7/7/2020,14:55:31,Robbery,Koramangala,13.1476,77.5653,Other,39.0,Male,55.0,Gun,Major,Overcast,34.0,Fraud
11/23/2019,5:32:10,Drug Offense,Marathahalli,12.9904,77.7357,Other,41.0,Male,55.0,,Minor,Rain,0.0,Fraud
9/19/2018,22:32:32,Burglary,Marathahalli,12.927,77.4393,Female,43.0,Other,27.0,Blunt Object,Fatal,Partly Cloudy,30.0,Robbery
2/2/2022,11:35:03,Robbery,Jayanagar,13.0578,77.5606,Female,50.0,Male,36.0,Blunt Object,,Snow,18.0,Forgery
11/17/2020,6:42:58,Burglary,Banashankari,12.9821,77.4161,Male,46.0,Male,62.0,Knife,Fatal,Clear,36.0,Theft
11/21/2019,2:23:48,Burglary,JP Nagar,13.1262,77.6156,Female,25.0,Female,20.0,Knife,,Rain,6.0,Burglary
6/3/2018,4:36:02,Burglary,Indiranagar,13.0477,77.6649,Male,53.0,Male,25.0,Knife,Major,Partly Cloudy,24.0,
3/6/2020,18:51:44,Forgery,Koramangala,13.0675,77.74,Male,22.0,Other,50.0,Knife,Fatal,Snow,8.0,Fraud
3/1/2020,1:38:42,Assault,Kamakshipalya,12.9604,77.6718,Other,57.0,Male,26.0,Knife,,Snow,35.0,Forgery
9/18/2020,15:36:48,Drug Offense,Whitefield,12.8933,77.6446,Other,50.0,Female,29.0,Knife,Minor,Overcast,27.0,Vandalism
2/1/2020,20:07:16,Drug Offense,JP Nagar,13.0892,77.7104,Other,60.0,Male,32.0,,Minor,Overcast,15.0,Forgery
1/4/2019,14:52:20,Drug Offense,JP Nagar,12.8872,77.4376,Female,47.0,Other,38.0,Gun,Minor,Rain,25.0,Fraud
3/7/2019,20:27:14,Assault,Electronic City,12.9814,77.6088,Male,35.0,Female,44.0,Blunt Object,Major,Overcast,0.0,Burglary
5/13/2018,23:22:52,Theft,Marathahalli,12.8203,77.5751,Male,39.0,Other,49.0,Knife,Major,Clear,26.0,Assault
12/18/2019,22:17:50,Theft,Jayanagar,12.8268,77.5713,Other,32.0,Female,54.0,,Minor,Overcast,17.0,Assault
5/16/2018,11:32:26,Robbery,Banashankari,12.938,77.6856,Female,53.0,Female,20.0,Gun,Minor,Rain,31.0,Assault
9/20/2020,20:16:42,Burglary,Bellandur,13.0309,77.6551,Other,19.0,Female,59.0,Knife,Major,Partly Cloudy,16.0,Robbery
10/17/2019,8:44:39,Vandalism,Kamakshipalya,12.9522,77.6612,Male,27.0,Other,22.0,Knife,,Clear,34.0,Forgery
7/26/2020,13:37:05,Assault,JP Nagar,12.8812,77.527,Other,22.0,Male,35.0,Knife,Minor,Rain,3.0,Drug Offense
3/28/2018,14:50:57,Embezzlement,Whitefield,13.0607,77.489,Male,28.0,Female,55.0,Blunt Object,Fatal,Snow,20.0,Fraud
4/25/2018,2:02:48,Robbery,Jayanagar,12.9266,77.6102,Other,54.0,Female,43.0,Blunt Object,Major,Overcast,31.0,Drug Offense
2/3/2022,21:39:18,Assault,Kamakshipalya,13.0701,77.4257,Other,22.0,Female,50.0,Blunt Object,Minor,Partly Cloudy,9.0,Vandalism
5/21/2022,19:11:44,Embezzlement,Banashankari,12.9565,77.5443,Male,41.0,Female,55.0,Gun,Minor,Partly Cloudy,18.0,Robbery
11/24/2022,10:10:00,Drug Offense,Kamakshipalya,12.9285,77.4281,Male,18.0,Male,51.0,Blunt Object,,Partly Cloudy,15.0,
2/22/2018,16:27:27,Burglary,Marathahalli,13.1849,77.5337,Female,35.0,Female,22.0,Knife,Major,Rain,35.0,Drug Offense
11/3/2021,21:04:23,Drug Offense,Bellandur,12.8892,77.6551,Male,53.0,Male,25.0,Gun,Fatal,Snow,12.0,Burglary
1/4/2022,13:27:30,Robbery,Bellandur,13.0839,77.4747,Other,57.0,Female,21.0,,,Clear,28.0,Embezzlement
6/25/2018,17:03:52,Burglary,Electronic City,12.8961,77.4394,Male,30.0,Male,19.0,Gun,Major,Partly Cloudy,33.0,Vandalism
2/1/2021,3:20:26,Theft,Koramangala,12.8914,77.572,Other,65.0,Female,57.0,Knife,,Rain,27.0,
2/10/2019,6:43:04,Forgery,Jayanagar,12.963,77.6061,Other,51.0,Female,40.0,Blunt Object,Major,Partly Cloudy,2.0,Assault
10/7/2018,10:52:17,Assault,Whitefield,12.9443,77.6555,Other,50.0,Female,18.0,Knife,Minor,Overcast,11.0,Theft
4/25/2021,23:20:31,Burglary,Indiranagar,12.9145,77.5225,Other,63.0,Male,32.0,,Major,Rain,34.0,Fraud
2/2/2019,0:27:53,Embezzlement,JP Nagar,12.9528,77.4387,Female,30.0,Other,24.0,Gun,,Clear,35.0,Drug Offense
3/5/2021,21:05:12,Embezzlement,HSR Layout,13.1184,77.5801,Male,61.0,Female,64.0,Knife,Fatal,Overcast,26.0,Drug Offense
3/29/2019,20:05:39,Vandalism,Kamakshipalya,13.0567,77.4539,Female,39.0,Female,29.0,,Fatal,Snow,17.0,
2/5/2022,5:26:27,Assault,Banashankari,13.0967,77.4251,Other,44.0,Male,31.0,,,Partly Cloudy,35.0,Embezzlement
8/31/2022,4:32:49,Theft,Indiranagar,13.0828,77.7176,Female,49.0,Other,50.0,,,Snow,3.0,Drug Offense
2/9/2019,2:35:55,Burglary,Whitefield,13.0882,77.7422,Other,22.0,Other,60.0,Knife,,Partly Cloudy,7.0,Burglary
8/30/2019,16:37:36,Drug Offense,Bellandur,13.0569,77.6341,Male,29.0,Female,52.0,,Major,Clear,26.0,Burglary
12/6/2021,8:52:12,Theft,Electronic City,13.1848,77.7966,Male,26.0,Male,24.0,,Minor,Overcast,28.0,Vandalism
11/2/2021,12:31:19,Theft,Marathahalli,13.0062,77.6789,Male,26.0,Other,22.0,,Major,Rain,6.0,Robbery
10/20/2020,11:32:46,Robbery,Kamakshipalya,13.0088,77.6205,Male,26.0,Female,53.0,Knife,Major,Partly Cloudy,23.0,Burglary
10/31/2019,8:35:04,Fraud,HSR Layout,12.9757,77.5611,Female,38.0,Male,35.0,Gun,Major,Rain,25.0,Burglary
10/21/2021,3:55:26,Burglary,Whitefield,13.1437,77.6316,Other,43.0,Female,34.0,Blunt Object,,Rain,16.0,Fraud
2/17/2020,18:30:36,Drug Offense,Koramangala,12.9113,77.7924,Female,19.0,Other,22.0,Gun,Major,Clear,17.0,Forgery
5/23/2018,12:03:38,Fraud,Indiranagar,13.0767,77.7755,Other,38.0,Other,62.0,Gun,Major,Rain,20.0,Robbery
11/14/2021,10:51:33,Drug Offense,Indiranagar,12.8903,77.5896,Other,37.0,Male,33.0,,Fatal,Clear,32.0,Embezzlement
11/7/2021,10:40:44,Drug Offense,Marathahalli,12.9894,77.7894,Female,21.0,Other,38.0,,,Rain,20.0,Robbery
12/24/2020,15:36:21,Burglary,Bellandur,13.0309,77.4183,Female,57.0,Other,34.0,Blunt Object,,Clear,18.0,Burglary
11/27/2021,19:31:03,Embezzlement,Electronic City,12.8848,77.6297,Male,43.0,Female,64.0,Blunt Object,Major,Snow,6.0,Theft
5/23/2019,16:16:57,Theft,HSR Layout,13.0461,77.5716,Other,47.0,Female,60.0,Gun,Major,Snow,7.0,Forgery
8/23/2022,14:27:09,Embezzlement,Yelahanka,12.9349,77.4558,Male,26.0,Female,50.0,Blunt Object,Fatal,Rain,28.0,Forgery
6/25/2021,10:43:05,Drug Offense,Kamakshipalya,13.1527,77.6253,Male,51.0,Other,65.0,Gun,,Clear,22.0,Drug Offense
10/29/2022,2:47:00,Embezzlement,Kamakshipalya,13.0722,77.6629,Male,24.0,Male,20.0,Gun,,Clear,26.0,Burglary
4/23/2021,12:52:49,Fraud,Banashankari,12.8721,77.67,Other,55.0,Female,58.0,Gun,Major,Partly Cloudy,40.0,Drug Offense
1/25/2021,13:59:30,Vandalism,Electronic City,12.9954,77.4019,Female,55.0,Female,50.0,,Minor,Partly Cloudy,27.0,Vandalism
10/3/2021,8:13:43,Fraud,Electronic City,12.9511,77.615,Other,36.0,Male,37.0,Gun,Major,Rain,29.0,Vandalism
4/22/2021,12:44:58,Robbery,Banashankari,12.9612,77.7822,Other,19.0,Female,58.0,Blunt Object,,Snow,33.0,Embezzlement
2/5/2019,17:24:48,Forgery,Banashankari,12.9065,77.5797,Other,50.0,Other,18.0,Knife,Fatal,Rain,24.0,Assault
10/28/2022,5:23:12,Vandalism,HSR Layout,12.926,77.4755,Other,33.0,Female,65.0,,Minor,Snow,6.0,Drug Offense
11/8/2018,21:24:00,Vandalism,HSR Layout,12.9089,77.7148,Other,24.0,Other,44.0,Blunt Object,Minor,Partly Cloudy,38.0,Vandalism
2/17/2022,5:24:44,Theft,Jayanagar,12.835,77.4751,Other,41.0,Other,42.0,Blunt Object,Fatal,Rain,16.0,Forgery
7/4/2022,13:55:49,Embezzlement,Whitefield,12.8351,77.6127,Female,31.0,Male,29.0,Blunt Object,,Rain,19.0,Burglary
10/28/2019,21:12:36,Theft,Yelahanka,12.9146,77.5517,Other,19.0,Other,45.0,Knife,Minor,Overcast,11.0,Vandalism
6/30/2018,1:13:46,Theft,Indiranagar,13.0496,77.7217,Other,61.0,Other,38.0,Gun,Minor,Rain,21.0,Theft
10/4/2018,23:16:53,Embezzlement,Indiranagar,12.9923,77.4259,Male,58.0,Female,63.0,Gun,,Rain,27.0,Forgery
4/1/2020,11:11:07,Fraud,Indiranagar,12.9411,77.6733,Other,36.0,Female,61.0,Knife,,Partly Cloudy,10.0,Drug Offense
10/10/2021,9:21:20,Vandalism,Koramangala,12.9893,77.4586,Other,49.0,Other,33.0,,Minor,Overcast,30.0,Vandalism
3/25/2019,18:25:43,Burglary,Electronic City,12.913,77.6885,Female,28.0,Other,46.0,,Fatal,Partly Cloudy,22.0,Drug Offense
6/4/2021,0:00:54,Assault,Electronic City,12.9648,77.7713,Male,44.0,Female,45.0,Knife,Minor,Snow,13.0,Burglary
5/14/2018,18:31:07,Assault,Indiranagar,13.1603,77.4424,Other,62.0,Male,48.0,Blunt Object,Major,Partly Cloudy,40.0,Embezzlement
4/11/2022,12:34:41,Fraud,Jayanagar,13.0851,77.5787,Other,31.0,Other,49.0,Blunt Object,Minor,Overcast,25.0,Assault
4/3/2022,8:12:11,Robbery,Bellandur,12.8936,77.7214,Other,23.0,Other,50.0,Gun,Minor,Snow,38.0,
6/11/2020,22:02:34,Theft,Marathahalli,13.0038,77.4541,Female,65.0,Other,47.0,,Fatal,Rain,33.0,Vandalism
7/6/2018,17:54:27,Burglary,HSR Layout,12.9021,77.5534,Other,63.0,Other,49.0,,Major,Partly Cloudy,16.0,Embezzlement
6/9/2020,11:01:23,Forgery,HSR Layout,13.1668,77.5956,Male,39.0,Other,23.0,Gun,,Snow,30.0,Forgery
7/17/2022,11:59:37,Theft,Jayanagar,12.8928,77.6047,Male,38.0,Other,47.0,,Fatal,Partly Cloudy,25.0,Vandalism
8/29/2021,14:39:07,Theft,JP Nagar,13.1525,77.6099,Female,49.0,Female,56.0,Blunt Object,Fatal,Overcast,1.0,Vandalism
3/2/2020,14:19:33,Burglary,Yelahanka,13.0248,77.6663,Other,18.0,Other,48.0,Blunt Object,Minor,Overcast,34.0,Vandalism
8/9/2018,22:04:48,Fraud,Yelahanka,12.8401,77.5986,Other,24.0,Male,61.0,,Minor,Overcast,5.0,Robbery
9/22/2019,11:37:04,Vandalism,Jayanagar,13.1796,77.7291,Other,56.0,Other,34.0,Knife,Fatal,Overcast,8.0,Theft
11/23/2019,23:35:26,Embezzlement,Bellandur,12.8298,77.6158,Male,64.0,Female,53.0,Knife,,Partly Cloudy,4.0,
11/10/2018,18:23:57,Embezzlement,Jayanagar,13.0279,77.4019,Other,60.0,Female,23.0,Gun,Major,Clear,29.0,
5/31/2020,0:43:07,Robbery,Yelahanka,13.1904,77.5479,Other,42.0,Other,51.0,Knife,Fatal,Partly Cloudy,2.0,Drug Offense
12/11/2020,7:11:17,Robbery,Banashankari,13.1725,77.4253,Female,23.0,Male,18.0,Blunt Object,Minor,Clear,21.0,Robbery
3/28/2021,5:27:21,Assault,Banashankari,13.0224,77.5672,Other,61.0,Male,49.0,Gun,,Partly Cloudy,11.0,Forgery
2/8/2019,14:10:08,Fraud,Electronic City,12.8686,77.7193,Male,40.0,Male,28.0,Blunt Object,Minor,Overcast,2.0,Embezzlement
2/21/2021,22:20:57,Robbery,JP Nagar,12.9778,77.6788,Other,35.0,Female,41.0,Gun,Fatal,Overcast,34.0,Fraud
10/20/2018,13:35:31,Theft,Indiranagar,12.8725,77.668,Male,43.0,Other,62.0,,Major,Partly Cloudy,38.0,Robbery
4/14/2019,2:35:47,Embezzlement,Kamakshipalya,13.0207,77.4096,Female,31.0,Male,44.0,Blunt Object,,Overcast,9.0,Theft
5/22/2020,18:55:46,Theft,Marathahalli,12.8348,77.4334,Female,18.0,Other,43.0,Knife,Fatal,Snow,37.0,Embezzlement
3/16/2018,6:05:59,Vandalism,Yelahanka,12.9799,77.7251,Female,24.0,Other,28.0,,Fatal,Partly Cloudy,12.0,Fraud
2/8/2020,1:23:47,Assault,Jayanagar,12.9633,77.6618,Other,57.0,Other,37.0,Gun,Minor,Snow,38.0,Fraud
11/12/2019,13:28:44,Theft,Indiranagar,12.863,77.5116,Other,28.0,Other,27.0,Blunt Object,Fatal,Partly Cloudy,25.0,Theft
11/4/2018,1:15:45,Fraud,Jayanagar,12.8668,77.6841,Male,60.0,Male,20.0,Knife,Fatal,Overcast,29.0,Robbery
12/5/2018,1:08:24,Fraud,Kamakshipalya,13.1831,77.5286,Male,37.0,Other,32.0,Blunt Object,,Overcast,4.0,Vandalism
10/15/2022,9:45:43,Forgery,JP Nagar,13.1316,77.4499,Male,45.0,Other,59.0,,Minor,Clear,38.0,Drug Offense
8/14/2021,11:38:01,Forgery,JP Nagar,13.0676,77.6405,Other,20.0,Other,21.0,Gun,Fatal,Partly Cloudy,20.0,
10/25/2021,2:26:59,Assault,Jayanagar,13.1769,77.469,Other,34.0,Female,55.0,Knife,,Rain,31.0,Theft
11/14/2019,18:54:49,Theft,Jayanagar,12.9436,77.5445,Other,55.0,Male,62.0,Knife,Fatal,Overcast,14.0,Assault
7/20/2021,15:14:31,Burglary,Kamakshipalya,12.8043,77.5893,Other,42.0,Male,23.0,,,Partly Cloudy,18.0,Drug Offense
12/28/2020,4:55:13,Embezzlement,Koramangala,13.0705,77.7679,Other,57.0,Female,36.0,,,Clear,31.0,Burglary
4/12/2019,3:11:41,Assault,HSR Layout,12.8029,77.6369,Female,40.0,Other,65.0,,Minor,Clear,5.0,Theft
10/25/2019,6:33:29,Embezzlement,Electronic City,13.0139,77.4044,Other,30.0,Female,63.0,Blunt Object,Major,Partly Cloudy,23.0,Vandalism
4/16/2020,20:31:44,Fraud,Jayanagar,13.1362,77.6022,Other,27.0,Other,37.0,,,Clear,38.0,Vandalism
8/16/2021,13:43:07,Burglary,Indiranagar,12.9962,77.6809,Female,39.0,Female,25.0,Gun,,Overcast,3.0,Burglary
3/1/2021,13:59:25,Robbery,Yelahanka,12.8389,77.5079,Other,58.0,Male,27.0,Blunt Object,Major,Overcast,15.0,Robbery
10/12/2022,14:33:30,Embezzlement,JP Nagar,13.0267,77.4344,Male,36.0,Other,65.0,Knife,Minor,Overcast,8.0,Drug Offense
4/11/2020,19:03:17,Vandalism,Electronic City,12.879,77.766,Male,22.0,Other,61.0,Knife,,Rain,3.0,Burglary
2/21/2019,0:47:38,Vandalism,Bellandur,13.1532,77.4497,Other,24.0,Female,31.0,,Major,Snow,37.0,Robbery
6/13/2021,16:16:51,Embezzlement,Indiranagar,13.069,77.4282,Other,65.0,Other,21.0,,,Snow,33.0,Assault
11/23/2021,19:22:07,Drug Offense,Koramangala,13.001,77.7295,Other,31.0,Other,23.0,,Minor,Snow,5.0,Burglary
12/23/2020,0:31:10,Assault,Electronic City,13.0297,77.5066,Male,36.0,Female,21.0,Gun,,Snow,8.0,Robbery
6/20/2022,23:54:28,Vandalism,Marathahalli,12.8145,77.6415,Female,53.0,Female,65.0,Gun,Major,Rain,1.0,Assault
3/8/2020,19:58:42,Assault,Whitefield,13.1571,77.7177,Male,65.0,Female,24.0,Gun,,Overcast,16.0,Embezzlement
5/16/2018,5:47:59,Burglary,Kamakshipalya,13.0804,77.6352,Other,62.0,Female,18.0,,Fatal,Rain,25.0,Theft
3/29/2020,19:20:28,Drug Offense,Kamakshipalya,13.0066,77.6261,Other,42.0,Other,37.0,Blunt Object,Fatal,Clear,35.0,
1/21/2020,4:42:32,Drug Offense,Bellandur,12.8575,77.5136,Other,37.0,Female,58.0,Knife,Fatal,Overcast,31.0,Assault
11/3/2018,9:10:13,Robbery,Koramangala,13.0785,77.7524,Male,56.0,Other,34.0,Knife,Fatal,Snow,12.0,Embezzlement
8/30/2020,7:00:18,Vandalism,Indiranagar,12.9316,77.714,Other,63.0,Female,26.0,Blunt Object,,Overcast,6.0,Forgery
6/29/2021,14:24:55,Drug Offense,HSR Layout,13.0874,77.4076,Male,49.0,Female,56.0,Gun,,Overcast,0.0,Assault
4/8/2021,21:10:22,Drug Offense,Bellandur,12.8259,77.5249,Other,32.0,Female,62.0,Blunt Object,Minor,Rain,18.0,Burglary
8/6/2020,3:16:18,Forgery,HSR Layout,12.994,77.4862,Female,27.0,Male,49.0,Knife,,Partly Cloudy,1.0,
11/27/2020,17:57:55,Embezzlement,JP Nagar,12.9659,77.6698,Male,53.0,Female,53.0,Knife,Fatal,Partly Cloudy,21.0,Vandalism
1/8/2019,3:32:10,Drug Offense,HSR Layout,13.1302,77.4145,Other,32.0,Male,33.0,Knife,Fatal,Snow,5.0,Burglary
2/22/2020,5:25:47,Theft,Indiranagar,12.809,77.6621,Male,65.0,Female,52.0,Blunt Object,Major,Partly Cloudy,3.0,Burglary
3/11/2018,4:13:16,Burglary,Jayanagar,13.1701,77.5383,Male,47.0,Male,30.0,Gun,Fatal,Clear,14.0,
6/3/2021,3:15:59,Theft,Koramangala,12.8195,77.6903,Male,32.0,Other,62.0,Blunt Object,Minor,Snow,6.0,Drug Offense
5/15/2021,2:55:42,Drug Offense,Indiranagar,13.0039,77.4404,Female,60.0,Female,23.0,Knife,,Overcast,23.0,Theft
1/4/2019,10:43:05,Fraud,HSR Layout,12.9021,77.4594,Female,55.0,Other,25.0,Blunt Object,Fatal,Rain,38.0,Forgery
4/12/2019,2:03:13,Theft,Electronic City,13.1585,77.6553,Female,65.0,Female,55.0,Blunt Object,,Snow,14.0,Assault
6/6/2018,1:29:22,Forgery,Bellandur,13.1427,77.7753,Male,41.0,Other,63.0,,Major,Rain,17.0,
1/7/2021,13:15:22,Forgery,Marathahalli,13.1041,77.4316,Female,64.0,Other,46.0,Knife,Major,Partly Cloudy,35.0,Drug Offense
10/31/2022,7:01:16,Embezzlement,JP Nagar,13.0972,77.425,Male,29.0,Female,38.0,Gun,Major,Snow,0.0,Drug Offense
4/3/2021,12:57:12,Embezzlement,HSR Layout,12.8066,77.6194,Other,24.0,Male,44.0,,Major,Clear,32.0,Robbery
4/16/2020,15:37:06,Vandalism,Whitefield,13.1479,77.561,Other,22.0,Other,46.0,Gun,Major,Rain,28.0,Robbery
7/2/2018,4:34:06,Robbery,Koramangala,12.8308,77.4315,Other,59.0,Other,38.0,,Minor,Clear,9.0,Assault
10/8/2018,8:08:41,Embezzlement,Kamakshipalya,13.0539,77.4617,Female,44.0,Female,31.0,Knife,,Snow,20.0,Burglary
9/4/2021,11:16:05,Fraud,HSR Layout,13.1465,77.737,Male,52.0,Female,32.0,Knife,Fatal,Overcast,30.0,Drug Offense
6/22/2018,9:47:07,Embezzlement,Banashankari,12.8076,77.7322,Male,44.0,Male,18.0,Gun,Fatal,Overcast,8.0,Theft
7/29/2021,17:53:14,Fraud,Banashankari,12.8644,77.712,Male,36.0,Male,65.0,Knife,Fatal,Partly Cloudy,33.0,Drug Offense
6/29/2021,0:52:29,Burglary,Electronic City,12.8956,77.6498,Other,29.0,Male,42.0,Knife,,Rain,8.0,Burglary
6/24/2019,0:32:20,Assault,Bellandur,13.0283,77.633,Other,21.0,Male,38.0,,Fatal,Partly Cloudy,34.0,Fraud
1/18/2018,9:59:03,Burglary,Koramangala,13.1838,77.4557,Female,40.0,Female,26.0,Gun,Minor,Rain,35.0,Forgery
1/20/2018,13:21:27,Robbery,Jayanagar,13.1182,77.5066,Other,31.0,Female,55.0,,,Rain,27.0,Vandalism
1/21/2018,6:41:23,Robbery,Yelahanka,13.1536,77.6185,Male,55.0,Female,45.0,,Major,Rain,4.0,Vandalism
2/14/2018,8:29:36,Burglary,Marathahalli,13.0599,77.4443,Other,26.0,Other,47.0,,,Partly Cloudy,3.0,Fraud
6/14/2019,14:51:19,Theft,Marathahalli,12.8068,77.5564,Female,48.0,Male,33.0,,Minor,Rain,5.0,
5/6/2018,21:03:00,Forgery,Koramangala,12.8643,77.6427,Other,35.0,Female,64.0,Blunt Object,Major,Rain,33.0,Fraud
9/1/2019,5:44:25,Drug Offense,Electronic City,13.1407,77.7683,Other,36.0,Other,47.0,,,Clear,4.0,Robbery
5/23/2022,11:59:14,Vandalism,Banashankari,13.0282,77.692,Male,19.0,Female,34.0,Knife,,Partly Cloudy,16.0,Robbery
2023-11-16,10.00am,Assault,salem,43.0,106.0,male,,,,,,,,
2023-11-16,10.00am,Assault,salem,11.65212,78.157982,male,,,,,,,,
2023-11-16,11.00am,Robbery,hosur,12.72803,77.827057,female,,,,,,,,
2023-11-16,10.00,Assault,andra,13.08268,80.270721,male,,,,,,,,
2023-11-16,01.15,Drug Offense,andhra,14.442599,79.986458,Male,,,,,,,,
2023-11-18,12.00,Drug Offense,jammu and kashmir,33.778175,76.576172,female,,,,,,,,
2023-11-11,11.00,Assault,salem,11.678863,78.124427,male,,,,,,,,
2023-11-16,10.00am,Robbery,"sona college of tech,salem",11.678863,78.124427,male,,,,,,,,
2023-11-16,12.00pm,Forgery,pallapatti,11.678862833333334,78.12442683333333,female,,,,,,,,
2023-11-16,10.00AM,Assault,salem,11.63732,78.16726,male,,,,,,,,
2023-11-17,11.00am,Robbery,salem,8.0933,77.549088,male,,,,,,,,
2023-11-17,5.00am,Assault,kaniyakumari,8.0933,77.54,male,,,,,,,,
2023-11-17,11.00,Assault,kaniyakumari,8.09,77.54,male,,,,,,,,
2023-11-17,8.00pm,Assault,nagerkovil,8.09,77.54,male,,,,,,,,
2023-11-17,9pm,Assault,salem,8.07,57.56,female,,,,,,,,
2023-11-17,7.00pm,Assault,salem,7.02,72.67,male,,,,,,,,
2023-11-17,80.00pm,Assault,salem`,7.06,72.65,male,,,,,,,,
2023-11-17,8.00pm,Robbery,coimbatore,10.91,76.98,,,,,,,,,
2023-11-17,8.00pm,Robbery,coimbatore,10.91,76.98,male,,,,,,,,
2023-11-17,10pm,Assault,coimbatore,10.91,76.98,male,,,,,,,,
2023-11-17,asd,Assault,asdad,10.91,76.98,asa,,,,,,,,
2023-11-17,ased,Assault,asdw,42.519539,72.0,asd,,,,,,,,
2023-11-17,8.00,Assault,,42.519539,72.5,dsf,,,,,,,,
2023-11-17,10.00PM,Forgery,salem,27.0,52.0,MALE,,,,,,,,
2023-11-17,6.00PM,Robbery,PODILI,15.607035,79.614624,MALE,,,,,,,,
2023-11-17,11.00pm,Vandalism,salem,15.0,79.0,male,,,,,,,,
2023-11-17,4.00pm,Burglary,sona college ,11.0,22.0,male,,,,,,,,
2023-11-17,4.00pm,Burglary,sona college ,11.0,22.0,male,,,,,,,,
2023-11-18,8.00,Assault,salem,11.67348,78.121758,male,,,,,,,,
